"s","a","r","sp"
30221,5,-25,30225
30225,5,-25,30228
30228,5,-25,30232
30232,5,-25,29735
29735,5,-25,29739
29739,5,-25,29742
29742,5,-25,29245
29245,5,-25,29248
29248,5,-25,28751
28751,5,-25,28253
28253,5,-25,28255
28255,5,-25,27757
27757,5,-25,27259
27259,5,-25,27260
27260,5,-25,26762
26762,5,-25,26262
26262,5,-25,25763
25763,5,-25,25263
25263,5,-25,24763
24763,3,-25,24263
24263,3,-25,23762
23762,3,-25,22760
22760,3,-25,22258
22258,3,-25,21256
21256,3,-25,20753
20753,3,-25,20249
20249,3,-25,19745
19745,3,-25,18741
18741,3,-25,18236
18236,3,-25,17731
17731,3,-25,17226
17226,3,-25,17221
17221,3,-25,16715
16715,3,-25,16709
16709,3,-25,16203
16203,3,-25,16196
16196,3,-25,16190
16190,3,-25,16184
16184,3,-25,16178
16178,3,-25,16172
16172,3,-25,16666
16666,3,-25,16660
16660,3,-25,17154
17154,3,-25,17149
17149,3,-25,17644
17644,3,-25,18139
18139,3,-25,18635
18635,3,-25,19131
19131,3,-25,19627
19627,3,-25,20124
20124,3,-25,20621
20621,3,-25,21618
21618,3,-25,22116
22116,3,-25,22615
22615,3,-25,23114
23114,3,-25,24113
24113,3,-25,24613
24613,3,-25,25113
25113,5,-25,26114
26114,5,-25,27116
27116,5,-25,28118
28118,5,-25,29121
29121,5,-25,30125
30125,5,-25,31129
31129,5,-25,31634
31634,5,-25,32639
32639,5,-25,33145
33145,5,-25,34152
34152,5,-25,34659
34659,5,-25,35666
35666,5,-25,36174
36174,5,-25,36682
36682,5,-25,36691
36691,5,-25,37199
37199,5,-25,37208
37208,5,-25,37717
37717,5,-25,37726
37726,5,-25,37735
37735,5,-25,37244
37244,5,-25,37252
37252,5,-25,36761
36761,5,-25,36269
36269,5,-25,35776
35776,5,-25,35284
35284,5,-25,34791
34791,5,-25,34297
34297,5,-25,33803
33803,5,-25,32809
32809,5,-25,32314
32314,5,-25,31318
31318,5,-25,30822
30822,5,-25,29826
29826,5,-25,29329
29329,5,-25,28331
28331,5,-25,27833
27833,5,-25,26835
26835,5,-25,26335
26335,5,-25,25336
25336,5,-25,24835
24835,3,-25,23334
23334,3,-25,22332
22332,3,-25,21330
21330,3,-25,20326
20326,3,-25,19322
19322,3,-25,18317
18317,3,-25,17312
17312,3,-25,16305
16305,3,-25,15298
15298,3,-25,14291
14291,3,-25,13282
13282,3,-25,12273
12273,3,-25,11264
11264,3,-25,10754
10754,3,-25,10243
10243,3,-25,9232
9232,3,-25,9221
9221,3,-25,8710
8710,3,-25,8698
8698,3,-25,8186
8186,3,-25,8175
8175,3,-25,8663
8663,3,-25,8652
8652,3,-25,9141
9141,3,-25,9630
9630,3,-25,10120
10120,3,-25,10610
10610,3,-25,11600
11600,3,-25,12091
12091,3,-25,13083
13083,3,-25,13575
13575,3,-25,14568
14568,3,-25,15061
15061,3,-25,16055
16055,3,-25,16549
16549,3,-25,17544
17544,3,-25,18039
18039,3,-25,19035
19035,3,-25,19531
19531,3,-25,20528
20528,3,-25,21025
21025,3,-25,21523
21523,3,-25,22522
22522,3,-25,23020
23020,3,-25,23520
23520,3,-25,24519
24519,3,-25,25019
25019,5,-25,26020
26020,5,-25,27022
27022,5,-25,28024
28024,5,-25,29027
29027,5,-25,30030
30030,5,-25,31035
31035,5,-25,32040
32040,5,-25,33045
33045,5,-25,34052
34052,5,-25,35059
35059,5,-25,36067
36067,5,-25,37076
37076,5,-25,38085
38085,5,-25,39595
39595,5,-25,40606
40606,5,-25,41618
41618,5,-25,42630
42630,5,-25,43143
43143,5,-25,44157
44157,5,-25,44671
44671,5,-25,45185
45185,5,-25,45700
45700,5,-25,45714
45714,5,-25,45729
45729,5,-25,45744
45744,5,-25,45758
45758,5,-25,45273
45273,5,-25,44787
44787,5,-25,44300
44300,5,-25,43313
43313,5,-25,42825
42825,5,-25,41837
41837,5,-25,41349
41349,5,-25,40360
40360,5,-25,39870
39870,5,-25,38880
38880,5,-25,38389
38389,5,-25,37898
37898,5,-25,36906
36906,5,-25,36414
36414,5,-25,35922
35922,5,-25,35429
35429,5,-25,35437
35437,5,-25,34944
34944,5,-25,34950
34950,5,-25,34457
34457,5,99975,34464
25343,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24693
24693,3,-25,24692
24692,3,-25,24692
24692,3,-25,24692
24692,3,-25,24692
24692,3,-25,24692
24692,3,-25,24691
24691,3,-25,24691
24691,3,-25,24691
24691,3,-25,24691
24691,3,-25,24691
24691,3,-25,24690
24690,3,-25,24690
24690,3,-25,24690
24690,3,-25,24690
24690,3,-25,24689
24689,3,-25,24689
24689,3,-25,24689
24689,3,-25,24689
24689,3,-25,24689
24689,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24688
24688,3,-25,24687
24687,3,-25,24687
24687,3,-25,24687
24687,3,-25,25187
25187,5,-25,25188
25188,5,-25,25688
25688,5,-25,26189
26189,5,-25,26190
26190,5,-25,26691
26691,5,-25,26692
26692,5,-25,27194
27194,5,-25,27696
27696,5,-25,27698
27698,5,-25,27700
27700,5,-25,28202
28202,5,-25,28204
28204,5,-25,28707
28707,5,-25,28710
28710,5,-25,28712
28712,5,-25,28715
28715,5,-25,28718
28718,5,-25,28720
28720,5,-25,28723
28723,5,-25,28726
28726,5,-25,28729
28729,5,-25,28731
28731,5,-25,28734
28734,5,-25,28236
28236,5,-25,28239
28239,5,-25,28241
28241,5,-25,27743
27743,5,-25,27745
27745,5,-25,27246
27246,5,-25,27248
27248,5,-25,26749
26749,5,-25,26750
26750,5,-25,26251
26251,5,-25,25752
25752,5,-25,25752
25752,5,-25,25252
25252,5,-25,24752
24752,3,-25,24252
24252,3,-25,23751
23751,3,-25,23249
23249,3,-25,22248
22248,3,-25,21745
21745,3,-25,21243
21243,3,-25,20740
20740,3,-25,20236
20236,3,-25,19733
19733,3,-25,19229
19229,3,-25,18724
18724,3,-25,18720
18720,3,-25,18215
18215,3,-25,17710
17710,3,-25,17705
17705,3,-25,17700
17700,3,-25,17194
17194,3,-25,17189
17189,3,-25,17184
17184,3,-25,17678
17678,3,-25,17673
17673,3,-25,17668
17668,3,-25,18163
18163,3,-25,18159
18159,3,-25,18654
18654,3,-25,18650
18650,3,-25,19146
19146,3,-25,19642
19642,3,-25,20139
20139,3,-25,20636
20636,3,-25,21133
21133,3,-25,21631
21631,3,-25,22129
22129,3,-25,22628
22628,3,-25,23126
23126,3,-25,24126
24126,3,-25,24625
24625,3,-25,25126
25126,5,-25,26126
26126,5,-25,26628
26628,5,-25,27630
27630,5,-25,28632
28632,5,-25,29635
29635,5,-25,30139
30139,5,-25,31143
31143,5,-25,31648
31648,5,-25,32654
32654,5,-25,33160
33160,5,-25,33666
33666,5,-25,34172
34172,5,-25,34679
34679,5,-25,35187
35187,5,-25,35694
35694,5,-25,35702
35702,5,-25,36210
36210,5,-25,36218
36218,5,-25,36226
36226,5,-25,36234
36234,5,-25,36241
36241,5,-25,35749
35749,5,-25,35756
35756,5,-25,35264
35264,5,-25,34770
34770,5,-25,34277
34277,5,-25,33783
33783,5,-25,33289
33289,5,-25,32794
32794,5,-25,31799
31799,5,-25,31304
31304,5,-25,30807
30807,5,-25,29811
29811,5,-25,29314
29314,5,-25,28316
28316,5,-25,27818
27818,5,-25,26819
26819,5,-25,26320
26320,5,-25,25321
25321,5,-25,24820
24820,3,-25,23819
23819,3,-25,22818
22818,3,-25,21815
21815,3,-25,20312
20312,3,-25,19308
19308,3,-25,18304
18304,3,-25,17298
17298,3,-25,16292
16292,3,-25,15786
15786,3,-25,14778
14778,3,-25,13770
13770,3,-25,12762
12762,3,-25,12253
12253,3,-25,11743
11743,3,-25,11234
11234,3,-25,10723
10723,3,-25,10213
10213,3,-25,10203
10203,3,-25,9692
9692,3,-25,9681
9681,3,-25,9671
9671,3,-25,10160
10160,3,-25,10150
10150,3,-25,10640
10640,3,-25,11130
11130,3,-25,11621
11621,3,-25,12112
12112,3,-25,13104
13104,3,-25,13596
13596,3,-25,14589
14589,3,-25,15082
15082,3,-25,16076
16076,3,-25,16570
16570,3,-25,17565
17565,3,-25,18060
18060,3,-25,19056
19056,3,-25,19552
19552,3,-25,20549
20549,3,-25,21047
21047,3,-25,22045
22045,3,-25,22544
22544,3,-25,23543
23543,3,-25,24042
24042,3,-25,25042
25042,5,-25,26043
26043,5,-25,27045
27045,5,-25,28047
28047,5,-25,29051
29051,5,-25,30554
30554,5,-25,31559
31559,5,-25,32564
32564,5,-25,33571
33571,5,-25,34578
34578,5,-25,35585
35585,5,-25,37094
37094,5,-25,38103
38103,5,-25,39113
39113,5,-25,40123
40123,5,-25,40635
40635,5,-25,41647
41647,5,-25,42159
42159,5,-25,43172
43172,5,-25,43685
43685,5,-25,43698
43698,5,-25,44212
44212,5,-25,44225
44225,5,-25,44239
44239,5,-25,44252
44252,5,-25,43765
43765,5,-25,43278
43278,5,-25,42791
42791,5,-25,42303
42303,5,-25,41314
41314,5,-25,40825
40825,5,-25,39836
39836,5,-25,39346
39346,5,-25,38355
38355,5,-25,37864
37864,5,-25,36873
36873,5,-25,36380
36380,5,-25,35388
35388,5,-25,34895
34895,5,-25,34401
34401,5,-25,33907
33907,5,-25,33413
33413,5,-25,32918
32918,5,-25,32423
32423,5,-25,31928
31928,5,-25,31432
31432,5,-25,30937
30937,5,-25,30941
30941,5,-25,30444
30444,5,-25,30448
30448,5,-25,30452
30452,5,-25,29955
29955,5,-25,29958
29958,5,99975,29962
25343,3,-25,24734
24734,3,-25,24233
24233,3,-25,23732
23732,3,-25,23231
23231,3,-25,22729
22729,3,-25,22227
22227,3,-25,21725
21725,3,-25,21723
21723,3,-25,21220
21220,3,-25,20717
20717,3,-25,20714
20714,3,-25,20211
20211,3,-25,20208
20208,3,-25,19704
19704,3,-25,19700
19700,3,-25,19697
19697,3,-25,19693
19693,3,-25,19689
19689,3,-25,19685
19685,3,-25,19682
19682,3,-25,19678
19678,3,-25,19674
19674,3,-25,20171
20171,3,-25,20168
20168,3,-25,20164
20164,3,-25,20661
20661,3,-25,21159
21159,3,-25,21156
21156,3,-25,21654
21654,3,-25,22152
22152,3,-25,22150
22150,3,-25,22648
22648,3,-25,23147
23147,3,-25,23646
23646,3,-25,24145
24145,3,-25,24645
24645,3,-25,24645
24645,3,-25,25145
25145,5,-25,26146
26146,5,-25,26647
26647,5,-25,27649
27649,5,-25,28151
28151,5,-25,28654
28654,5,-25,29658
29658,5,-25,30161
30161,5,-25,30665
30665,5,-25,31170
31170,5,-25,31675
31675,5,-25,32180
32180,5,-25,32686
32686,5,-25,33191
33191,5,-25,33197
33197,5,-25,33703
33703,5,-25,33710
33710,5,-25,33716
33716,5,-25,34222
34222,5,-25,33729
33729,5,-25,33735
33735,5,-25,33741
33741,5,-25,33747
33747,5,-25,33253
33253,5,-25,32759
32759,5,-25,32764
32764,5,-25,32269
32269,5,-25,31774
31774,5,-25,31278
31278,5,-25,30782
30782,5,-25,30285
30285,5,-25,29288
29288,5,-25,28791
28791,5,-25,28293
28293,5,-25,27795
27795,5,-25,26797
26797,5,-25,26298
26298,5,-25,25798
25798,5,-25,24798
24798,3,-25,23797
23797,3,-25,23296
23296,3,-25,22294
22294,3,-25,21291
21291,3,-25,20288
20288,3,-25,19284
19284,3,-25,18279
18279,3,-25,17774
17774,3,-25,16768
16768,3,-25,15761
15761,3,-25,15255
15255,3,-25,14747
14747,3,-25,13740
13740,3,-25,13231
13231,3,-25,13223
13223,3,-25,12714
12714,3,-25,12205
12205,3,-25,12196
12196,3,-25,12187
12187,3,-25,12178
12178,3,-25,12170
12170,3,-25,12661
12661,3,-25,12652
12652,3,-25,13144
13144,3,-25,13636
13636,3,-25,14128
14128,3,-25,14621
14621,3,-25,15114
15114,3,-25,16108
16108,3,-25,16602
16602,3,-25,17097
17097,3,-25,18092
18092,3,-25,18588
18588,3,-25,19584
19584,3,-25,20080
20080,3,-25,21078
21078,3,-25,21576
21576,3,-25,22574
22574,3,-25,23073
23073,3,-25,24072
24072,3,-25,25072
25072,5,-25,26073
26073,5,-25,27075
27075,5,-25,28077
28077,5,-25,29080
29080,5,-25,30084
30084,5,-25,31088
31088,5,-25,32594
32594,5,-25,33600
33600,5,-25,34607
34607,5,-25,35614
35614,5,-25,36622
36622,5,-25,37131
37131,5,-25,38140
38140,5,-25,39150
39150,5,-25,39661
39661,5,-25,40172
40172,5,-25,40683
40683,5,-25,41194
41194,5,-25,41706
41706,5,-25,41718
41718,5,-25,41730
41730,5,-25,41741
41741,5,-25,41253
41253,5,-25,41264
41264,5,-25,40775
40775,5,-25,40286
40286,5,-25,39796
39796,5,-25,38806
38806,5,-25,38315
38315,5,-25,37324
37324,5,-25,36832
36832,5,-25,35840
35840,5,-25,35347
35347,5,-25,34354
34354,5,-25,33860
33860,5,-25,32865
32865,5,-25,32370
32370,5,-25,31375
31375,5,-25,30879
30879,5,-25,29882
29882,5,-25,29385
29385,5,-25,28888
28888,5,-25,27890
27890,5,-25,27391
27391,5,-25,26893
26893,5,-25,26393
26393,5,-25,25394
25394,5,-25,24893
24893,3,-25,23893
23893,3,-25,22891
22891,3,-25,21889
21889,3,-25,20886
20886,3,-25,19883
19883,3,-25,19378
19378,3,-25,17873
17873,3,-25,16868
16868,3,-25,15861
15861,3,-25,14854
14854,3,-25,13846
13846,3,-25,12838
12838,3,-25,11828
11828,3,-25,10818
10818,3,-25,9307
9307,3,-25,8295
8295,3,-25,7783
7783,3,-25,6770
6770,3,-25,5756
5756,3,-25,5242
5242,3,-25,4728
4728,3,-25,4213
4213,3,-25,3699
3699,3,-25,3684
3684,3,-25,3669
3669,3,-25,4154
4154,3,-25,4640
4640,3,-25,5126
5126,3,-25,5612
5612,3,-25,6099
6099,3,-25,6586
6586,3,-25,7574
7574,3,-25,8062
8062,3,-25,9051
9051,3,-25,10040
10040,3,-25,10530
10530,3,-25,11021
11021,3,-25,12012
12012,3,-25,12503
12503,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,28508
28508,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,36554
36554,5,-25,37563
37563,5,-25,38573
38573,5,-25,39584
39584,5,-25,41095
41095,5,-25,42107
42107,5,-25,43120
43120,5,-25,43633
43633,5,-25,44647
44647,5,-25,45662
45662,5,-25,46177
46177,5,-25,46692
46692,5,-25,46707
46707,5,-25,47223
47223,5,-25,46738
46738,5,-25,46754
46754,5,-25,46269
46269,5,-25,45784
45784,5,-25,45298
45298,5,-25,44812
44812,5,-25,44325
44325,5,-25,43338
43338,5,-25,42350
42350,5,-25,41862
41862,5,-25,40874
40874,5,-25,40384
40384,5,-25,39895
39895,5,-25,38904
38904,5,-25,38414
38414,5,-25,37923
37923,5,-25,37432
37432,5,-25,37440
37440,5,-25,36949
36949,5,-25,36957
36957,5,99975,36965
25343,1,-225,24715
24715,1,-225,24214
24214,1,-225,23714
23714,1,-225,23212
23212,1,-225,22711
22711,1,-225,22709
22709,1,-225,22207
22207,1,-225,21705
21705,1,-225,21703
21703,1,-225,21200
21200,1,-225,21197
21197,1,-225,20694
20694,1,-225,20691
20691,1,-225,20188
20188,1,-225,20185
20185,1,-225,20181
20181,1,-225,20178
20178,1,-225,20174
20174,1,-225,20171
20171,1,-225,20168
20168,1,-225,20164
20164,1,-225,20161
20161,1,-225,20158
20158,1,-225,20655
20655,1,-225,20652
20652,1,-225,21149
21149,1,-225,21146
21146,1,-225,21644
21644,1,-225,21642
21642,1,-225,22140
22140,1,-225,22138
22138,1,-225,22636
22636,1,-225,23135
23135,1,-225,23634
23634,1,-225,23633
23633,1,-225,24133
24133,1,-225,24633
24633,1,-225,25133
25133,7,-225,26133
26133,7,-225,26635
26635,7,-225,27637
27637,7,-225,28640
28640,7,-225,29643
29643,7,-225,30647
30647,7,-225,31652
31652,7,-225,32657
32657,7,-225,33163
33163,7,-225,34169
34169,7,-225,34676
34676,7,-225,35183
35183,7,-225,35691
35691,7,-225,36199
36199,7,-225,36707
36707,7,-225,36716
36716,7,-225,37224
37224,7,-225,37233
37233,7,-225,37242
37242,7,-225,37250
37250,7,-225,37259
37259,7,-225,36767
36767,7,-225,36775
36775,7,-225,36283
36283,7,-225,35791
35791,7,-225,35298
35298,7,-225,34805
34805,7,-225,34311
34311,7,-225,33818
33818,7,-225,33323
33323,7,-225,32829
32829,7,-225,31833
31833,7,-225,31338
31338,7,-225,30842
30842,7,-225,30345
30345,7,-225,29348
29348,7,-225,28851
28851,7,-225,28353
28353,7,-225,27855
27855,7,-225,26857
26857,7,-225,26357
26357,7,-225,25858
25858,7,-225,25358
25358,7,-225,24358
24358,1,-225,23356
23356,1,-225,22354
22354,1,-225,20851
20851,1,-225,19848
19848,1,-225,18343
18343,1,-225,17337
17337,1,-225,15831
15831,1,-225,14823
14823,1,-225,13315
13315,1,-225,12306
12306,1,-225,11296
11296,1,-225,9786
9786,1,-225,8774
8774,1,-225,7762
7762,1,-225,7250
7250,1,-225,6236
6236,1,-225,5723
5723,1,-225,5209
5209,1,-225,4694
4694,1,-225,4680
4680,1,-225,4665
4665,1,-225,4651
4651,1,-225,4637
4637,1,-225,5123
5123,1,-225,5609
5609,1,-225,6096
6096,1,-225,6583
6583,1,-225,7070
7070,1,-225,7558
7558,1,-225,8547
8547,1,-225,9036
9036,1,-225,9525
9525,1,-225,10014
10014,1,-225,10504
10504,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29009
29009,7,-225,30013
30013,7,-225,31017
31017,7,-225,32523
32523,7,-225,33529
33529,7,-225,34536
34536,7,-225,36044
36044,7,-225,37052
37052,7,-225,38062
38062,7,-225,39572
39572,7,-225,40583
40583,7,-225,42095
42095,7,-225,43108
43108,7,-225,44622
44622,7,-225,45637
45637,7,-225,46652
46652,7,-225,47168
47168,7,-225,48184
48184,7,-225,48701
48701,7,-225,48718
48718,7,-225,49235
49235,7,-225,49252
49252,7,-225,48769
48769,7,-225,48785
48785,7,-225,48302
48302,7,-225,47818
47818,7,-225,47333
47333,7,-225,46849
46849,7,-225,45863
45863,7,-225,45378
45378,7,-225,44891
44891,7,-225,44405
44405,7,-225,43918
43918,7,-225,43931
43931,7,-225,43444
43444,7,-225,43457
43457,7,99775,43470
25343,1,-225,24687
24687,1,-225,24687
24687,1,-225,24687
24687,1,-225,24687
24687,1,-225,24186
24186,1,-225,24186
24186,1,-225,24185
24185,1,-225,24184
24184,1,-225,23684
23684,1,-225,23683
23683,1,-225,23682
23682,1,-225,23681
23681,1,-225,23680
23680,1,-225,23679
23679,1,-225,23678
23678,1,-225,23677
23677,1,-225,23676
23676,1,-225,23675
23675,1,-225,23674
23674,1,-225,23673
23673,1,-225,23672
23672,1,-225,23671
23671,1,-225,23670
23670,1,-225,23669
23669,1,-225,23668
23668,1,-225,23667
23667,1,-225,23667
23667,1,-225,23666
23666,1,-225,24165
24165,1,-225,24165
24165,1,-225,24164
24164,1,-225,24164
24164,1,-225,24163
24163,1,-225,24663
24663,1,-225,24663
24663,1,-225,24663
24663,1,-225,24663
24663,1,-225,25163
25163,7,-225,25663
25663,7,-225,26664
26664,7,-225,27166
27166,7,-225,27668
27668,7,-225,28671
28671,7,-225,29174
29174,7,-225,29677
29677,7,-225,30681
30681,7,-225,31185
31185,7,-225,31690
31690,7,-225,32195
32195,7,-225,32700
32700,7,-225,32706
32706,7,-225,33212
33212,7,-225,33218
33218,7,-225,33724
33724,7,-225,33730
33730,7,-225,33736
33736,7,-225,33742
33742,7,-225,33748
33748,7,-225,33754
33754,7,-225,33260
33260,7,-225,33266
33266,7,-225,32771
32771,7,-225,32277
32277,7,-225,32282
32282,7,-225,31786
31786,7,-225,31291
31291,7,-225,30795
30795,7,-225,30299
30299,7,-225,29802
29802,7,-225,29305
29305,7,-225,28808
28808,7,-225,28310
28310,7,-225,27812
27812,7,-225,27313
27313,7,-225,26314
26314,7,-225,25815
25815,7,-225,25315
25315,7,-225,24815
24815,1,-225,23814
23814,1,-225,22312
22312,1,-225,21309
21309,1,-225,19806
19806,1,-225,18801
18801,1,-225,17796
17796,1,-225,16790
16790,1,-225,15284
15284,1,-225,14276
14276,1,-225,13268
13268,1,-225,12759
12759,1,-225,11750
11750,1,-225,10740
10740,1,-225,10230
10230,1,-225,9719
9719,1,-225,9208
9208,1,-225,8696
8696,1,-225,8685
8685,1,-225,8673
8673,1,-225,8662
8662,1,-225,8650
8650,1,-225,8639
8639,1,-225,9128
9128,1,-225,9617
9617,1,-225,10106
10106,1,-225,10596
10596,1,-225,11087
11087,1,-225,11577
11577,1,-225,12069
12069,1,-225,13060
13060,1,-225,13552
13552,1,-225,14045
14045,1,-225,14538
14538,1,-225,15531
15531,1,-225,16025
16025,1,-225,16519
16519,1,-225,17013
17013,1,-225,17508
17508,1,-225,17503
17503,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29009
29009,7,-225,30013
30013,7,-225,31017
31017,7,-225,32523
32523,7,-225,33529
33529,7,-225,34536
34536,7,-225,36044
36044,7,-225,37052
37052,7,-225,38062
38062,7,-225,39572
39572,7,-225,40583
40583,7,-225,42095
42095,7,-225,43108
43108,7,-225,44622
44622,7,-225,45637
45637,7,-225,46652
46652,7,-225,47168
47168,7,-225,48184
48184,7,-225,48701
48701,7,-225,48718
48718,7,-225,49235
49235,7,-225,49252
49252,7,-225,48769
48769,7,-225,48785
48785,7,-225,48302
48302,7,-225,47818
47818,7,-225,47333
47333,7,-225,46849
46849,7,-225,45863
45863,7,-225,45378
45378,7,-225,44891
44891,7,-225,44405
44405,7,-225,43918
43918,7,-225,43931
43931,7,-225,43444
43444,7,-225,43457
43457,7,99775,43470
25343,3,-25,24715
24715,3,-25,24214
24214,3,-25,24214
24214,3,-25,23713
23713,3,-25,23712
23712,3,-25,23211
23211,3,-25,23210
23210,3,-25,23209
23209,3,-25,22707
22707,3,-25,22705
22705,3,-25,22704
22704,3,-25,22202
22202,3,-25,22200
22200,3,-25,22198
22198,3,-25,22196
22196,3,-25,22194
22194,3,-25,21692
21692,3,-25,21689
21689,3,-25,21687
21687,3,-25,21685
21685,3,-25,22183
22183,3,-25,22181
22181,3,-25,22179
22179,3,-25,22177
22177,3,-25,22175
22175,3,-25,22674
22674,3,-25,22672
22672,3,-25,22671
22671,3,-25,23169
23169,3,-25,23168
23168,3,-25,23667
23667,3,-25,23666
23666,3,-25,24166
24166,3,-25,24165
24165,3,-25,24665
24665,3,-25,24665
24665,3,-25,25165
25165,5,-25,25665
25665,5,-25,26166
26166,5,-25,26667
26667,5,-25,27169
27169,5,-25,27671
27671,5,-25,28173
28173,5,-25,28676
28676,5,-25,29179
29179,5,-25,29682
29682,5,-25,30186
30186,5,-25,30190
30190,5,-25,30694
30694,5,-25,31198
31198,5,-25,31202
31202,5,-25,31207
31207,5,-25,31712
31712,5,-25,31716
31716,5,-25,31721
31721,5,-25,31726
31726,5,-25,31730
31730,5,-25,31235
31235,5,-25,31239
31239,5,-25,31244
31244,5,-25,30748
30748,5,-25,30752
30752,5,-25,30255
30255,5,-25,29759
29759,5,-25,29762
29762,5,-25,29265
29265,5,-25,28768
28768,5,-25,28270
28270,5,-25,27772
27772,5,-25,27273
27273,5,-25,26775
26775,5,-25,26275
26275,5,-25,25776
25776,5,-25,25276
25276,5,-25,24776
24776,3,-25,23775
23775,3,-25,23274
23274,3,-25,22272
22272,3,-25,21269
21269,3,-25,20766
20766,3,-25,19762
19762,3,-25,19258
19258,3,-25,18254
18254,3,-25,17749
17749,3,-25,17243
17243,3,-25,16737
16737,3,-25,16231
16231,3,-25,15724
15724,3,-25,15218
15218,3,-25,15211
15211,3,-25,14704
14704,3,-25,14696
14696,3,-25,14689
14689,3,-25,14682
14682,3,-25,14675
14675,3,-25,14667
14667,3,-25,15160
15160,3,-25,15154
15154,3,-25,15647
15647,3,-25,16141
16141,3,-25,16635
16635,3,-25,17130
17130,3,-25,17625
17625,3,-25,18120
18120,3,-25,18616
18616,3,-25,19612
19612,3,-25,20108
20108,3,-25,20606
20606,3,-25,21603
21603,3,-25,22101
22101,3,-25,23100
23100,3,-25,23599
23599,3,-25,24099
24099,3,-25,25099
25099,5,-25,26100
26100,5,-25,27101
27101,5,-25,28103
28103,5,-25,29106
29106,5,-25,30110
30110,5,-25,31114
31114,5,-25,32120
32120,5,-25,33125
33125,5,-25,33632
33632,5,-25,34638
34638,5,-25,35646
35646,5,-25,36154
36154,5,-25,37162
37162,5,-25,37671
37671,5,-25,38181
38181,5,-25,38690
38690,5,-25,38700
38700,5,-25,39210
39210,5,-25,39220
39220,5,-25,39230
39230,5,-25,39240
39240,5,-25,38749
38749,5,-25,38759
38759,5,-25,38268
38268,5,-25,37777
37777,5,-25,37286
37286,5,-25,36794
36794,5,-25,35802
35802,5,-25,35309
35309,5,-25,34816
34816,5,-25,33822
33822,5,-25,33327
33327,5,-25,32333
32333,5,-25,31837
31837,5,-25,30841
30841,5,-25,29845
29845,5,-25,29348
29348,5,-25,28350
28350,5,-25,27852
27852,5,-25,26853
26853,5,-25,26354
26354,5,-25,25354
25354,5,-25,24854
24854,3,-25,23353
23353,3,-25,22351
22351,3,-25,21348
21348,3,-25,20345
20345,3,-25,19341
19341,3,-25,18336
18336,3,-25,16830
16830,3,-25,15824
15824,3,-25,14817
14817,3,-25,13809
13809,3,-25,12800
12800,3,-25,11791
11791,3,-25,10781
10781,3,-25,9770
9770,3,-25,9259
9259,3,-25,8247
8247,3,-25,7735
7735,3,-25,7223
7223,3,-25,7210
7210,3,-25,6697
6697,3,-25,6685
6685,3,-25,6672
6672,3,-25,7159
7159,3,-25,7147
7147,3,-25,7635
7635,3,-25,8123
8123,3,-25,8611
8611,3,-25,9600
9600,3,-25,10090
10090,3,-25,10580
10580,3,-25,11571
11571,3,-25,12562
12562,3,-25,13054
13054,3,-25,14046
14046,3,-25,14539
14539,3,-25,15532
15532,3,-25,16026
16026,3,-25,16520
16520,3,-25,17515
17515,3,-25,18010
18010,3,-25,18506
18506,3,-25,19002
19002,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,28508
28508,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,36554
36554,5,-25,37563
37563,5,-25,38573
38573,5,-25,39584
39584,5,-25,41095
41095,5,-25,42107
42107,5,-25,43120
43120,5,-25,43633
43633,5,-25,44647
44647,5,-25,45662
45662,5,-25,46177
46177,5,-25,46692
46692,5,-25,46707
46707,5,-25,47223
47223,5,-25,46738
46738,5,-25,46754
46754,5,-25,46269
46269,5,-25,45784
45784,5,-25,45298
45298,5,-25,44812
44812,5,-25,44325
44325,5,-25,43338
43338,5,-25,42350
42350,5,-25,41862
41862,5,-25,40874
40874,5,-25,40384
40384,5,-25,39895
39895,5,-25,38904
38904,5,-25,38414
38414,5,-25,37923
37923,5,-25,37432
37432,5,-25,37440
37440,5,-25,36949
36949,5,-25,36957
36957,5,99975,36965
25343,3,-25,24731
24731,3,-25,24231
24231,3,-25,23730
23730,3,-25,23229
23229,3,-25,22727
22727,3,-25,22225
22225,3,-25,22223
22223,3,-25,21721
21721,3,-25,21219
21219,3,-25,21216
21216,3,-25,20713
20713,3,-25,20710
20710,3,-25,20207
